
-,-,-
-2.57,-0.23,9.26
-2.56,-0.20,9.31
-2.59,-0.22,9.31
-2.57,-0.21,9.30
-2.40,-0.84,9.39
-2.02,-1.05,9.48
-2.42,-0.89,9.36
-2.24,-1.10,9.45
-2.61,-0.80,9.35
-2.63,-0.17,9.36
-2.49,-0.68,9.32
-2.84,-0.15,9.20
-2.82,0.83,9.26
-2.71,1.47,9.25
-2.54,0.83,9.33
-2.76,0.04,9.27
-2.53,1.91,9.37
-2.45,1.20,9.35
-2.10,0.43,9.41
-2.42,0.86,9.39
-2.33,0.81,9.40
-2.69,0.34,9.25
-2.44,-0.55,9.41
-3.03,-1.78,9.23
-2.95,-2.60,9.18
-2.49,-2.34,9.33
-2.26,-0.65,9.41
-2.10,-2.99,9.42
-2.10,-1.80,9.42
-2.14,-0.88,9.37
-2.47,-1.09,9.32
-2.70,-0.28,9.33
-2.95,0.19,9.17
-3.05,0.71,9.20
-3.14,2.25,9.17
-2.71,1.94,9.26
-2.87,0.20,9.25
-2.05,2.94,9.53
-1.89,2.75,9.51
-2.24,1.02,9.37
-3.58,-1.30,8.98
-2.86,-0.00,9.23
-3.08,-1.54,9.18
-2.74,-1.93,9.29
-2.58,-2.46,9.31
-2.08,-1.23,9.47
-1.84,-1.03,9.52
-2.31,-0.85,9.37
-2.30,-0.69,9.39
-2.64,0.11,9.29
-2.93,0.31,9.22
-2.64,0.09,9.31
-2.57,-0.20,9.33
-2.57,-0.20,9.32
-2.55,-0.21,9.31
-2.58,-0.22,9.30
-2.58,-0.21,9.32
-2.59,-0.21,9.30
-2.39,-1.36,9.36
-2.64,-1.58,9.33
-2.12,-1.58,9.41
-2.64,-2.02,9.30
-2.46,-0.93,9.33
-2.55,-0.51,9.33
-2.53,-0.22,9.28
-3.15,0.73,9.13
-2.73,2.15,9.34
-2.68,2.00,9.26
-2.51,0.53,9.32
-1.76,2.40,9.59
-2.50,3.05,9.41
-2.86,0.37,9.17
-2.85,-0.13,9.23
-2.33,-1.16,9.43
-2.94,-2.35,9.20
-2.24,-3.58,9.42
-2.51,-0.45,9.34
-2.12,-3.58,9.40
-1.77,-2.66,9.48
-2.46,-1.92,9.33
-1.96,-1.22,9.48
-2.74,0.05,9.22
-2.99,2.79,9.22
-2.85,1.91,9.23
-2.83,2.62,9.28
-2.66,2.47,9.28
-2.20,3.46,9.51
-3.01,1.66,9.19
-2.99,0.82,9.13
-3.06,-0.59,9.22
-2.50,-2.17,9.36
-2.54,-2.08,9.39
-3.27,-3.35,9.08
-2.43,-1.29,9.36
-2.43,-0.80,9.39
-2.39,-0.99,9.34
-2.34,0.07,9.38
-2.42,-0.83,9.35
-2.57,-0.06,9.35
-2.58,0.48,9.34
-2.65,-0.12,9.31
-2.29,0.27,9.40
-2.80,-0.62,9.25
-2.60,-0.25,9.28
-2.49,-0.10,9.34
-2.43,-0.02,9.35
-2.45,-0.16,9.35
-2.56,-0.19,9.31
-2.54,-0.20,9.32
-2.56,-0.21,9.27


-,-,-
-2.51,-0.19,9.28
-2.89,0.44,9.22
-2.27,-0.71,9.39
-2.41,-0.53,9.34
-2.54,-0.14,9.35
-2.52,-0.26,9.32
-2.54,-0.21,9.35
-2.55,-0.21,9.35
-2.53,-0.21,9.31
-1.79,-1.84,9.50
-2.44,-1.41,9.33
-2.21,-1.34,9.40
-2.03,-1.52,9.46
-1.99,-1.10,9.47
-2.81,-0.53,9.25
-3.08,0.23,9.23
-2.92,1.27,9.28
-2.92,0.96,9.27
-2.49,1.44,9.35
-3.11,1.55,9.16
-2.59,1.14,9.34
-2.14,2.66,9.46
-2.36,1.19,9.41
-2.67,0.55,9.24
-2.29,0.70,9.32
-2.68,0.78,9.35
-2.11,0.90,9.50
-3.16,-1.78,9.11
-2.97,-2.89,9.18
-2.19,-3.21,9.42
-1.68,-0.22,9.58
-2.20,-3.55,9.41
-2.08,-2.04,9.43
-2.07,-1.77,9.43
-2.06,-1.03,9.47
-2.45,-0.98,9.36
-2.21,-0.14,9.42
-2.81,-0.02,9.21
-2.77,1.14,9.30
-3.33,2.36,9.12
-3.71,2.98,9.01
-2.67,2.63,9.30
-2.03,3.14,9.54
-2.67,1.45,9.32
-2.56,1.14,9.39
-2.00,1.06,9.58
-2.82,-0.58,9.23
-4.25,-3.45,8.80
-1.28,-1.37,9.62
-3.41,-2.88,9.08
-2.34,-1.03,9.39
-2.36,-1.29,9.38
-2.49,-0.35,9.36
-2.51,-0.20,9.33
-2.52,-0.21,9.35
-2.53,-0.21,9.34
-2.52,-0.21,9.31
-2.52,-0.19,9.36
-2.52,-0.23,9.34
-2.51,-0.18,9.38
-2.51,-0.20,9.34
-2.09,-2.11,9.41
-2.61,-0.91,9.31
-2.61,-1.81,9.31
-2.55,-2.12,9.32
-2.66,-1.36,9.29
-2.44,-1.21,9.38
-2.52,-0.42,9.30
-2.26,0.57,9.37
-3.28,2.06,9.18
-3.07,3.22,9.24
-2.68,1.72,9.27
-3.59,2.16,9.08
-3.62,2.41,9.07
-3.01,1.61,9.18
-1.90,0.84,9.62
-1.74,0.42,9.55
-2.68,-0.84,9.32
-2.21,-3.06,9.30
-1.64,-2.76,9.62
-1.38,-2.72,9.66
-1.99,-4.52,9.41
-2.46,-3.50,9.34
-1.99,-1.85,9.41
-2.76,-1.37,9.24
-2.47,-0.72,9.34
-2.87,-0.18,9.27
-3.66,1.64,9.04
-3.64,2.28,8.99
-3.09,3.35,9.29
-2.93,2.18,9.19
-2.60,2.15,9.29
-2.82,2.61,9.21
-2.39,2.26,9.36
-1.38,1.43,9.60
-1.46,-0.41,9.52
-2.60,-1.05,9.36
-2.54,-3.77,9.21
-1.88,-2.62,9.54
-2.55,-2.93,9.28
-2.08,-0.98,9.45
-2.53,-0.24,9.31
-2.26,-2.05,9.41
-2.13,-1.14,9.47
-2.41,-1.22,9.38
-2.26,-1.41,9.43
-1.72,-1.31,9.63
-2.32,-1.19,9.43
-2.37,-0.92,9.31
-2.58,0.45,9.33
-3.06,1.92,9.16
-2.84,2.78,9.25
-3.67,2.48,8.96
-2.27,3.92,9.48
-1.98,2.89,9.63
-2.88,1.17,9.24
-3.26,0.26,9.16
-2.52,0.20,9.37
-2.89,-2.84,9.18
-2.57,-2.77,9.32
-2.54,-3.53,9.25
-2.18,-0.27,9.45
-1.90,-4.16,9.46
-2.29,-2.09,9.39
-2.23,-1.67,9.33
-2.06,-0.74,9.46
-2.31,-0.92,9.30
-2.77,1.73,9.17
-3.18,2.84,9.18
-2.84,2.83,9.27
-3.04,1.57,9.20
-2.12,4.24,9.45
-2.35,2.80,9.31
-2.83,1.50,9.32
-3.00,0.88,9.12
-2.97,-2.80,9.17
-2.30,-2.05,9.39
-3.19,-3.37,9.11
-2.61,-2.09,9.36
-2.07,-1.07,9.44
-2.39,-0.41,9.40
-2.50,-0.21,9.34
-2.35,-0.35,9.41
-2.27,-1.42,9.36
-2.60,-1.91,9.33
-2.55,-2.21,9.30
-2.74,-2.17,9.28
-1.90,-2.30,9.52
-2.43,-0.90,9.35
-3.17,0.52,9.21
-3.19,3.16,9.19
-3.00,3.79,9.18
-3.11,2.10,9.19
-3.70,1.89,8.99
-3.01,2.53,9.18
-2.19,1.25,9.38
-2.66,2.58,9.35
-2.77,0.22,9.21
-1.97,-2.81,9.50
-2.05,-1.89,9.46
-1.63,-4.32,9.57
-1.69,-1.68,9.56
-2.16,-3.64,9.39
-1.57,-2.16,9.66
-2.44,-2.10,9.38
-2.88,-1.32,9.22
-3.05,-0.30,9.12
-3.87,1.87,9.00
-2.98,4.10,9.24
-2.29,2.75,9.45
-3.08,1.55,9.19
-2.85,3.47,9.27
-2.84,2.60,9.31
-2.45,0.99,9.33
-2.07,1.15,9.56
-2.30,-1.33,9.38
-2.14,-2.91,9.40
-2.52,-1.75,9.32
-2.32,-3.29,9.34
-2.22,-0.99,9.44
-1.95,-1.10,9.47
-2.49,-0.28,9.38
-2.38,-0.51,9.37
-2.37,-0.45,9.38
-2.66,-0.07,9.30
-2.60,-0.21,9.30
-2.72,0.05,9.29
-2.56,-0.21,9.33
-2.54,-0.20,9.35
-2.53,-0.22,9.34


-,-,-
-2.53,-0.22,9.26
-2.54,-0.20,9.35
-2.54,-0.20,9.33
-2.55,-0.19,9.31
-2.54,-0.19,9.31
-2.09,-2.47,9.48
-2.70,-1.01,9.26
-2.41,-1.61,9.37
-2.88,-1.84,9.27
-3.76,1.14,8.95
-2.62,3.95,9.38
-2.39,1.87,9.40
-1.82,4.68,9.64
-2.56,3.88,9.39
-3.57,0.49,9.04
-1.53,-0.69,9.57
-3.27,-2.74,9.17
-2.75,-4.20,9.22
